City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
193,Aksum,ET,2022-08-16 19:31:31,14.1245,38.7244,55.78,92,100,4.79,light rain
194,Hobyo,SO,2022-08-16 19:31:32,5.3505,48.5268,77.13,81,97,27.92,overcast clouds
195,Vaitape,PF,2022-08-16 19:30:52,-16.5167,-151.75,73.74,88,100,25.79,moderate rain
196,Krasnyy Chikoy,RU,2022-08-16 19:31:33,50.3643,108.7512,52.34,96,100,3.06,light rain
197,Lata,PT,2022-08-16 19:31:34,40.1629,-8.3327,65.8,89,27,7.65,scattered clouds
198,Alice Springs,AU,2022-08-16 19:31:26,-23.7,133.8833,35.15,51,0,3.44,clear sky
199,La Palma,US,2022-08-16 19:31:35,33.8464,-118.0467,102.18,57,75,10.36,broken clouds
200,Ahmadpur,IN,2022-08-16 19:31:36,18.7,76.9333,72.3,87,100,11.48,overcast clouds
201,Dondo,MZ,2022-08-16 19:31:37,-19.6094,34.7431,65.71,75,0,5.53,clear sky
202,Dikson,RU,2022-08-16 19:31:37,73.5069,80.5464,41.05,88,100,26.51,overcast clouds
203,Namibe,AO,2022-08-16 19:31:39,-15.1961,12.1522,62.01,85,94,5.66,overcast clouds
204,Mananjary,MG,2022-08-16 19:31:39,-21.2167,48.3333,66.97,91,6,3.24,clear sky
205,Wadena,US,2022-08-16 19:31:40,46.4425,-95.1361,78.84,57,75,9.22,broken clouds
206,Husavik,IS,2022-08-16 19:31:40,66.0449,-17.3389,47.66,69,7,3.09,clear sky
207,Portland,US,2022-08-16 19:27:04,45.5234,-122.6762,84.87,53,20,8.05,few clouds
208,Klaksvik,FO,2022-08-16 19:31:41,62.2266,-6.589,49.12,72,7,9.51,clear sky
209,Oyotun,PE,2022-08-16 19:31:44,-6.8519,-79.3036,83.52,46,3,8.9,clear sky
210,San Patricio,US,2022-08-16 19:31:45,28.017,-97.5169,93.92,54,38,13.51,scattered clouds
211,Kaitangata,NZ,2022-08-16 19:27:56,-46.2817,169.8464,47.62,96,100,1.3,overcast clouds
212,Madimba,TZ,2022-08-16 19:27:15,-10.4,40.3333,71.13,86,8,5.26,clear sky
213,Sibolga,ID,2022-08-16 19:31:46,1.7427,98.7792,76.08,81,95,3.4,overcast clouds
214,Bengkulu,ID,2022-08-16 19:31:47,-3.8004,102.2655,75.24,87,83,4.14,broken clouds
215,Bereda,ES,2022-08-16 19:31:48,43.2686,-7.5406,61.57,100,100,6.42,light rain
216,Valparaiso,CL,2022-08-16 19:31:48,-33.0393,-71.6273,59.23,65,0,8.05,clear sky
217,San Jeronimo,PE,2022-08-16 19:31:48,-11.9472,-75.2829,67.41,30,27,5.41,scattered clouds
218,Bubaque,GW,2022-08-16 19:31:50,11.2833,-15.8333,79.99,83,96,12.64,overcast clouds
219,Bambanglipuro,ID,2022-08-16 19:31:53,-7.95,110.2833,75.51,87,25,6.73,scattered clouds
220,Aswan,EG,2022-08-16 19:31:54,24.0934,32.907,97.9,15,0,9.22,clear sky
221,San Pedro De Cajas,PE,2022-08-16 19:31:55,-11.2511,-75.8617,54.63,53,46,11.88,scattered clouds
222,Majene,ID,2022-08-16 19:31:56,-3.5403,118.9707,76.48,87,100,2.62,overcast clouds
223,Porto Walter,BR,2022-08-16 19:31:58,-8.2686,-72.7439,86.5,51,83,5.39,broken clouds
224,Hajnowka,PL,2022-08-16 19:32:00,52.7433,23.5812,73.02,77,100,1.01,overcast clouds
225,Burdur,TR,2022-08-16 19:32:03,37.7203,30.2908,74.1,41,0,9.22,clear sky
226,Nanortalik,GL,2022-08-16 19:32:04,60.1432,-45.2371,40.46,95,100,14.2,light rain
227,Lorengau,PG,2022-08-16 19:32:06,-2.0226,147.2712,80.62,78,100,7.85,overcast clouds
228,Mandera,KE,2022-08-16 19:32:06,3.9366,41.867,84.67,41,63,20.13,broken clouds
229,Adwa,ET,2022-08-16 19:32:07,14.1646,38.8955,59.38,90,100,3.27,overcast clouds
230,Baykit,RU,2022-08-16 19:32:09,61.67,96.37,52.11,87,99,2.24,overcast clouds
231,Novozavidovskiy,RU,2022-08-16 19:32:10,56.55,36.4333,67.48,70,73,6.06,broken clouds
232,Grindavik,IS,2022-08-16 19:32:11,63.8424,-22.4338,53.55,81,75,16.11,broken clouds
233,Teguldet,RU,2022-08-16 19:32:12,57.3064,88.1667,47.19,99,100,6.42,light rain
234,Kutum,SD,2022-08-16 19:32:13,14.2,24.6667,76.28,59,85,3.53,light rain
235,Beloha,MG,2022-08-16 19:32:14,-25.1667,45.05,60.66,78,0,6.24,clear sky
236,Ironton,US,2022-08-16 19:32:15,38.5368,-82.6829,81.0,66,75,3.44,broken clouds
237,Yeppoon,AU,2022-08-16 19:32:15,-23.1333,150.7333,55.18,64,0,9.98,clear sky
238,Asuncion Mita,GT,2022-08-16 19:32:17,14.3308,-89.7108,89.65,65,63,1.68,broken clouds
239,Pangnirtung,CA,2022-08-16 19:32:17,66.1451,-65.7125,51.8,66,75,20.71,broken clouds
240,Ibra,OM,2022-08-16 19:32:18,22.6906,58.5334,89.1,48,100,8.95,overcast clouds
241,Mayumba,GA,2022-08-16 19:32:19,-3.432,10.6554,70.32,89,12,5.41,few clouds
242,Lagos,NG,2022-08-16 19:32:25,6.5833,3.75,77.32,88,89,4.18,overcast clouds
243,Amga,RU,2022-08-16 19:32:25,60.8953,131.9608,50.56,92,86,2.98,overcast clouds
244,Ahipara,NZ,2022-08-16 19:32:26,-35.1667,173.1667,62.38,89,100,18.84,light rain
245,Sitka,US,2022-08-16 19:32:27,57.0531,-135.33,64.29,63,100,9.22,overcast clouds
246,Bafq,IR,2022-08-16 19:32:28,31.6128,55.4107,82.78,12,0,4.29,clear sky
247,Riyadh,SA,2022-08-16 19:28:34,24.6877,46.7219,96.94,12,15,10.11,few clouds
248,Sikonge,TZ,2022-08-16 19:32:31,-5.6333,32.7667,74.34,32,35,9.13,scattered clouds
249,Cherskiy,RU,2022-08-16 19:32:32,68.75,161.3,50.99,58,100,8.1,overcast clouds
250,Chokurdakh,RU,2022-08-16 19:32:34,70.6333,147.9167,41.23,76,100,11.45,overcast clouds
251,Clyde River,CA,2022-08-16 19:32:35,70.4692,-68.5914,41.23,93,100,17.27,light rain
252,Cap Malheureux,MU,2022-08-16 19:32:37,-19.9842,57.6142,67.46,80,92,11.14,overcast clouds
253,Gat,IL,2022-08-16 19:32:38,31.61,34.7642,81.28,100,0,5.84,clear sky
254,Maues,BR,2022-08-16 19:32:38,-3.3836,-57.7186,88.25,51,89,2.84,overcast clouds
255,Cuiluan,CN,2022-08-16 19:32:38,47.72,128.648,57.43,89,0,3.8,clear sky
256,Sinazongwe,ZM,2022-08-16 19:32:39,-17.2614,27.4618,69.53,60,4,3.49,clear sky
257,Saint-Augustin,CA,2022-08-16 19:32:39,51.226,-58.6502,77.16,35,1,6.53,clear sky
258,Vostok,RU,2022-08-16 19:32:40,46.4856,135.8833,54.48,97,0,4.05,clear sky
